,Datetime,Position,price,mult
562,2017-12-06 11:00:00,-2,3976.178,10
563,2017-12-21 02:40:00,2,3866.0,10
564,2017-12-21 02:50:00,2,3879.303,10
565,2017-12-25 09:20:00,-2,3868.831,10
566,2017-12-25 09:30:00,-2,3866.859,10
567,2018-01-02 14:40:00,2,3860.331,10
568,2018-01-03 15:00:00,-2,3791.2790000000014,10
569,2018-01-10 11:30:00,2,3847.246,10
570,2018-01-10 13:30:00,3,3840.727,10
571,2018-01-12 13:40:00,-3,3766.753,10
572,2018-01-12 13:50:00,-3,3769.402,10
573,2018-01-17 03:00:00,3,3814.015,10
574,2018-01-17 09:00:00,3,3817.861,10
575,2018-02-05 03:00:00,-3,3905.812,10
576,2018-02-05 09:00:00,-3,3910.89,10
577,2018-02-23 13:40:00,3,3867.075,10
578,2018-02-23 13:50:00,4,3873.975,10
579,2018-03-05 03:00:00,-4,3947.771,10
580,2018-03-05 09:00:00,-4,3951.486,10
581,2018-04-09 14:40:00,4,3447.506,10
582,2018-04-09 14:50:00,3,3445.775,10
583,2018-04-16 11:00:00,-3,3419.683,10
584,2018-04-16 11:10:00,-3,3416.283,10
585,2018-04-17 10:40:00,3,3436.865,10
586,2018-04-17 10:50:00,3,3441.043,10
587,2018-05-09 14:10:00,-3,3567.8740000000007,10
588,2018-05-09 14:20:00,-3,3562.006,10
589,2018-05-11 14:20:00,3,3666.546,10
590,2018-05-11 14:30:00,3,3671.376,10
591,2018-05-18 03:00:00,-3,3643.454,10
592,2018-05-18 09:00:00,-3,3647.352,10
593,2018-05-29 10:40:00,3,3604.356,10
594,2018-05-29 11:20:00,3,3605.326,10
595,2018-06-19 10:00:00,-3,3780.625,10
596,2018-06-19 10:10:00,-4,3771.691,10
597,2018-06-28 02:30:00,4,3727.012,10
598,2018-06-28 02:40:00,3,3724.733,10
599,2018-07-02 14:20:00,-3,3716.856,10
600,2018-07-02 14:30:00,-3,3716.547,10
601,2018-07-09 11:30:00,3,3770.644,10
602,2018-07-09 13:30:00,3,3772.419,10
603,2018-08-06 01:20:00,-3,4060.571,10
604,2018-08-06 01:30:00,-4,4069.505,10
605,2018-08-06 14:50:00,4,4160.404,10
606,2018-08-06 15:00:00,4,4162.017,10
607,2018-08-27 09:50:00,-4,4275.5739,10
608,2018-08-27 10:00:00,-3,4283.236,10
609,2018-09-06 15:00:00,3,4147.794,10
610,2018-09-07 01:00:00,3,4155.4709,10
611,2018-09-11 02:50:00,-3,4165.6629,10
612,2018-09-11 09:00:00,-3,4164.85,10
613,2018-10-12 14:10:00,3,4074.528,10
614,2018-10-12 14:20:00,3,4077.309,10
615,2018-10-18 14:20:00,-3,4046.05,10
616,2018-10-18 14:30:00,-3,4049.801,10
617,2018-10-22 09:00:00,3,4065.247,10
618,2018-10-22 09:10:00,3,4074.525,10
619,2018-10-29 14:40:00,-3,4081.043,10
620,2018-10-29 14:50:00,-3,4081.049,10
621,2018-11-14 13:30:00,3,3783.964,10
622,2018-11-14 14:50:00,3,3788.0290000000014,10
623,2018-11-20 11:30:00,-3,3642.366,10
624,2018-11-20 13:30:00,-3,3645.277,10
625,2018-12-03 09:10:00,3,3484.076,10
626,2018-12-03 09:20:00,3,3467.415,10
627,2018-12-24 02:20:00,-3,3467.135,10
628,2018-12-24 02:30:00,-3,3463.171,10
