,OrderID,OpenTime,OpenPrice,OpenPosition,CloseTime,ClosePrice,PnL,CloseOrder
131,262,2014-10-29 15:00:00,2612.583,6,2014-11-04 01:00:00,2560.236,-3140.8200000000124,263
132,264,2014-11-05 15:00:00,2536.7199,-6,2014-11-10 10:10:00,2587.667,-3056.825999999992,265
133,266,2014-11-10 10:30:00,2591.884,6,2014-11-13 09:30:00,2548.306,-2614.6799999999985,267
134,268,2014-11-13 09:40:00,2546.458,-6,2014-11-27 14:30:00,2480.594,3951.840000000002,269
135,270,2014-11-27 14:40:00,2509.803,7,2014-12-16 14:10:00,2540.225,2129.540000000002,271
136,272,2014-12-16 14:20:00,2541.514,-6,2014-12-29 09:10:00,2511.812,1782.1200000000135,273
137,274,2014-12-29 09:20:00,2512.347,7,2015-01-09 11:20:00,2556.127,3064.599999999982,275
138,276,2015-01-12 02:30:00,2584.425,6,2015-01-12 09:10:00,2532.426,-3119.940000000015,277
139,278,2015-01-12 09:20:00,2533.8579999999997,-6,2015-01-27 04:10:00,2482.913,3056.6999999999825,279
140,280,2015-01-27 04:20:00,2482.913,7,2015-02-01 04:10:00,2483.399,34.01999999999134,281
141,282,2015-02-01 04:20:00,2483.399,-7,2015-02-04 04:10:00,2515.759,-2265.200000000009,283
142,284,2015-02-04 04:20:00,2515.756,7,2015-02-09 10:10:00,2496.869,-1322.0899999999801,285
143,286,2015-02-09 10:30:00,2496.864,-8,2015-02-13 10:50:00,2521.813,-1995.9200000000055,287
144,288,2015-02-13 11:00:00,2523.7960000000007,8,2015-02-14 04:10:00,2509.405,-1151.2800000000425,289
145,290,2015-02-14 04:20:00,2509.405,-8,2015-02-16 09:10:00,2554.14,-3578.799999999974,291
146,292,2015-02-16 09:20:00,2553.072,9,2015-02-25 09:40:00,2510.86,-3799.079999999999,293
147,294,2015-02-25 09:50:00,2508.876,-8,2015-02-26 04:10:00,2542.661,-2702.7999999999884,295
148,296,2015-02-26 04:20:00,2542.661,8,2015-02-27 14:50:00,2506.966,-2855.600000000013,297
149,298,2015-02-27 15:00:00,2498.764,-8,2015-02-28 04:10:00,2532.655,-2711.280000000006,299
150,300,2015-02-28 04:20:00,2532.666,8,2015-03-02 09:20:00,2477.436,-4418.4000000000015,301
151,302,2015-03-02 09:40:00,2480.708,-8,2015-03-07 04:10:00,2487.3720000000008,-533.1200000000536,303
152,304,2015-03-07 04:20:00,2487.3720000000008,7,2015-03-10 14:10:00,2409.123,-5477.430000000049,305
153,306,2015-03-10 14:20:00,2410.015,-7,2015-03-11 04:10:00,2444.111,-2386.7200000000003,307
154,308,2015-03-11 04:20:00,2444.103,7,2015-03-15 04:10:00,2420.799,-1631.280000000006,309
155,310,2015-03-15 04:20:00,2420.799,-7,2015-03-16 13:40:00,2471.294,-3534.6499999999924,311
156,312,2015-03-16 13:50:00,2473.078,7,2015-03-17 04:10:00,2452.109,-1467.8300000000036,313
157,314,2015-03-17 04:20:00,2452.1220000000008,-7,2015-03-23 09:10:00,2502.805,-3547.809999999936,315
158,316,2015-03-23 09:20:00,2507.75,7,2015-03-24 04:10:00,2471.1909,-2559.136999999996,317
159,318,2015-03-24 04:20:00,2471.157,-7,2015-04-13 14:30:00,2302.763,11787.580000000016,319
160,320,2015-04-13 14:40:00,2318.016,6,2015-04-14 04:10:00,2280.447,-2254.1399999999976,321
161,322,2015-04-14 04:20:00,2280.478,-6,2015-04-16 04:10:00,2323.051,-2554.379999999992,323
162,324,2015-04-16 04:20:00,2323.016,5,2015-04-20 13:40:00,2290.862,-1607.6999999999998,325
163,326,2015-04-20 13:50:00,2285.939,-6,2015-04-22 11:20:00,2305.607,-1180.0800000000072,327
164,328,2015-04-22 11:30:00,2312.731,6,2015-04-23 04:10:00,2286.718,-1560.7800000000225,329
165,330,2015-04-23 04:20:00,2286.762,-6,2015-04-24 02:50:00,2347.967,-3672.2999999999956,331
166,332,2015-04-24 03:00:00,2349.025,6,2015-04-29 14:20:00,2345.319,-222.36000000000786,333
167,334,2015-04-29 14:30:00,2344.4210000000007,-5,2015-04-30 04:10:00,2401.08,-2832.94999999996,335
168,336,2015-04-30 04:20:00,2400.939,5,2015-05-05 04:10:00,2370.957000000001,-1499.099999999953,337
169,338,2015-05-05 04:20:00,2370.8779999999997,-5,2015-05-13 04:10:00,2418.987,-2405.450000000019,339
170,340,2015-05-13 04:20:00,2418.7889999999998,5,2015-05-14 09:30:00,2363.917,-2743.599999999992,341
171,342,2015-05-14 10:10:00,2365.683,-5,2015-05-19 04:10:00,2371.856,-308.65000000001146,343
172,344,2015-05-19 04:20:00,2371.856,6,2015-05-20 09:10:00,2331.151,-2442.300000000023,345
173,346,2015-05-20 09:20:00,2328.851,-6,2015-05-21 11:20:00,2347.805,-1137.2399999999834,347
174,348,2015-05-21 11:30:00,2347.925,6,2015-05-30 04:10:00,2362.0279,846.1739999999918,349
175,350,2015-05-30 04:20:00,2361.886,-7,2015-06-01 14:40:00,2384.411,-1576.7500000000064,351
176,352,2015-06-01 14:50:00,2393.4989,7,2015-06-03 09:50:00,2370.647,-1599.633000000008,353
177,354,2015-06-03 10:00:00,2371.68,-7,2015-06-04 04:10:00,2380.085,-588.350000000014,355
178,356,2015-06-04 04:20:00,2380.053,7,2015-06-05 10:50:00,2350.359,-2078.579999999997,357
179,358,2015-06-05 11:00:00,2349.034,-7,2015-06-09 09:40:00,2358.2129999999997,-642.5299999999743,359
180,360,2015-06-09 09:50:00,2361.841,8,2015-06-12 02:10:00,2346.511,-1226.3999999999942,361
181,362,2015-06-12 02:20:00,2343.541,-8,2015-06-28 04:10:00,2253.1079999999997,7234.640000000036,363
182,364,2015-06-28 04:20:00,2252.889,8,2015-06-29 14:30:00,2216.209,-2934.4000000000233,365
183,366,2015-06-29 14:40:00,2208.9629999999997,-8,2015-07-04 04:10:00,2158.134,4066.319999999978,367
184,368,2015-07-04 04:20:00,2157.7979,6,2015-07-06 01:40:00,2128.536,-1755.7139999999981,369
185,370,2015-07-06 01:50:00,2121.631,-6,2015-07-09 10:30:00,2019.344,6137.219999999988,371
186,372,2015-07-09 13:40:00,2028.5620000000001,5,2015-07-12 04:10:00,1983.7520000000002,-2240.4999999999973,373
187,374,2015-07-12 04:20:00,1983.31,-4,2015-07-20 09:10:00,2077.7270000000008,-3776.680000000033,375
188,376,2015-07-20 09:20:00,2076.9229,5,2015-07-22 13:50:00,2025.594,-2566.444999999999,377
189,378,2015-07-22 14:00:00,2019.336,-4,2015-07-27 03:30:00,2065.1020000000008,-1830.6400000000303,379
190,380,2015-07-27 03:40:00,2064.361,5,2015-08-06 09:30:00,2082.327,898.3000000000175,381
191,382,2015-08-06 09:40:00,2082.428,-5,2015-08-11 03:50:00,2075.207000000001,361.0499999999547,383
192,384,2015-08-11 04:10:00,2075.839,6,2015-08-17 09:50:00,2073.139,-161.9999999999891,385
193,386,2015-08-17 10:00:00,2067.637,-7,2015-09-16 03:10:00,1939.7379999999998,8952.930000000024,387
194,388,2015-09-16 03:40:00,1938.4,7,2015-09-21 09:50:00,1912.695,-1799.3500000000108,389
195,390,2015-09-21 10:00:00,1915.309,-8,2015-10-27 10:50:00,1814.5479999999998,8060.880000000016,391
196,392,2015-10-27 11:00:00,1809.006,10,2015-10-28 10:40:00,1792.1529999999998,-1685.3000000000293,393
197,394,2015-10-28 10:50:00,1794.14,-10,2015-11-02 10:10:00,1795.95,-180.99999999999454,395
198,396,2015-11-02 10:30:00,1797.954,12,2015-11-03 01:40:00,1783.6629999999998,-1714.92000000002,397
199,398,2015-11-03 01:50:00,1782.1960000000001,-12,2015-11-06 11:10:00,1786.496,-515.9999999999945,399
200,400,2015-11-06 11:20:00,1794.441,12,2015-11-10 14:30:00,1785.8120000000001,-1035.4799999999886,401
201,402,2015-11-11 03:10:00,1780.339,-13,2015-11-25 04:40:00,1695.4820000000002,11031.409999999967,403
202,404,2015-11-26 13:30:00,1698.45,10,2015-11-30 10:40:00,1625.037,-7341.300000000001,405
203,406,2015-11-30 10:50:00,1625.251,-10,2015-12-02 02:10:00,1651.9070000000006,-2665.600000000063,407
204,408,2015-12-02 02:30:00,1652.365,9,2015-12-08 04:30:00,1645.48,-619.6499999999992,409
205,410,2015-12-08 04:50:00,1644.5420000000001,-9,2015-12-14 11:30:00,1661.2620000000006,-1504.8000000000434,411
206,412,2015-12-14 13:30:00,1661.914,10,2015-12-28 09:30:00,1728.715,6680.099999999993,413
207,414,2015-12-28 09:40:00,1729.6570000000006,-9,2015-12-29 01:10:00,1753.693,-2163.239999999944,415
208,416,2015-12-29 01:20:00,1757.023,8,2016-01-04 14:20:00,1786.832,2384.7200000000157,417
209,418,2016-01-04 14:30:00,1780.29,-8,2016-01-14 14:50:00,1757.713,1806.1599999999999,419
210,420,2016-01-14 15:00:00,1758.746,8,2016-01-28 09:20:00,1842.131,6670.799999999999,421
211,422,2016-01-28 11:10:00,1842.4379999999999,-8,2016-02-01 03:10:00,1838.56,310.2399999999943,423
212,424,2016-02-01 09:00:00,1835.7979999999998,8,2016-02-05 11:30:00,1831.8870000000002,-312.8799999999683,425
213,426,2016-02-05 13:30:00,1831.866,-8,2016-02-15 10:50:00,1855.8120000000001,-1915.6800000000112,427
214,428,2016-02-15 11:00:00,1857.309,8,2016-03-08 10:10:00,2110.449,20251.200000000008,429
215,430,2016-03-08 10:30:00,2142.53,-6,2016-03-10 04:20:00,2169.4429999999998,-1614.7799999999734,431
216,432,2016-03-17 09:20:00,2073.3739,4,2016-03-24 04:10:00,2159.263,3435.563999999995,433
217,434,2016-03-24 04:20:00,2149.251,-4,2016-03-25 14:50:00,2196.116,-1874.5999999999913,435
218,436,2016-03-25 15:00:00,2210.551,4,2016-03-28 15:00:00,2160.8649,-1987.4439999999959,437
219,438,2016-03-29 01:00:00,2165.65,-4,2016-04-01 14:30:00,2195.906,-1210.2399999999943,439
220,440,2016-04-01 14:50:00,2195.283,4,2016-04-05 09:40:00,2163.52,-1270.5199999999968,441
221,442,2016-04-05 09:50:00,2171.138,-4,2016-04-11 01:50:00,2242.131,-2839.7199999999975,443
222,444,2016-04-11 02:00:00,2241.2579,4,2016-04-26 14:30:00,2524.542,11331.363999999994,445
223,446,2016-04-26 14:40:00,2532.437,-3,2016-05-27 14:10:00,2022.0410000000002,15311.879999999992,447
224,448,2016-05-27 14:30:00,2028.505,3,2016-05-30 09:10:00,1944.03,-2534.250000000004,449
225,450,2016-05-30 09:20:00,1942.309,-3,2016-06-06 11:30:00,2057.029,-3441.600000000001,451
226,452,2016-06-06 13:30:00,2070.18,3,2016-06-14 14:10:00,2072.3829,66.08700000000681,453
227,454,2016-06-14 15:00:00,2066.904,-3,2016-06-21 09:40:00,2103.513,-1098.2699999999977,455
228,456,2016-06-21 09:50:00,2096.5389999999998,3,2016-07-05 09:40:00,2317.069,6615.900000000006,457
229,458,2016-07-05 09:50:00,2316.8159,-3,2016-07-08 15:00:00,2424.43,-3228.4229999999934,459
230,460,2016-07-11 01:00:00,2421.489,3,2016-07-11 09:30:00,2365.783,-1671.180000000004,461
231,462,2016-07-11 09:40:00,2364.1329,-3,2016-07-12 10:00:00,2465.739,-3048.182999999999,463
232,464,2016-07-12 10:10:00,2475.665,3,2016-07-18 09:10:00,2403.7329999999997,-2157.9600000000073,465
233,466,2016-07-18 09:20:00,2414.2529999999997,-3,2016-07-21 14:40:00,2392.695,646.7399999999861,467
234,468,2016-07-21 14:50:00,2392.618,3,2016-08-04 11:30:00,2403.282,319.92000000000644,469
235,470,2016-08-04 13:30:00,2404.333,-2,2016-08-05 09:10:00,2482.501,-1563.3600000000024,471
236,472,2016-08-05 09:20:00,2489.219,2,2016-08-15 09:10:00,2489.746,10.540000000000873,473
237,474,2016-08-15 09:20:00,2488.641,-3,2016-08-16 09:10:00,2560.846,-2166.149999999998,475
238,476,2016-08-16 09:20:00,2562.1329,3,2016-08-25 10:40:00,2551.189,-328.3170000000064,477
239,478,2016-08-25 10:50:00,2534.526,-3,2016-09-19 14:00:00,2247.195,8619.92999999999,479
240,480,2016-09-19 14:40:00,2247.518,3,2016-09-27 10:00:00,2281.996,1034.340000000002,481
241,482,2016-09-27 10:10:00,2265.938,-4,2016-09-29 09:30:00,2323.841,-2316.1199999999917,483
242,484,2016-09-29 10:00:00,2330.286,4,2016-10-24 09:10:00,2434.1929999999998,4156.279999999988,485
243,486,2016-10-24 09:30:00,2432.217,-4,2016-10-25 03:00:00,2524.9699,-3710.115999999998,487
244,488,2016-10-25 09:10:00,2538.959,4,2016-11-14 13:50:00,2931.685,15709.040000000005,489
245,490,2016-11-14 14:00:00,2955.4159999999997,-2,2016-11-22 09:30:00,2865.075,1806.819999999998,491
246,492,2016-11-22 09:40:00,2869.171,2,2016-11-29 15:00:00,3042.57,3467.980000000007,493
247,494,2016-11-30 01:00:00,3043.623,-2,2016-12-01 13:30:00,3124.079,-1609.1200000000026,495
248,496,2016-12-01 13:40:00,3152.467,2,2016-12-02 14:30:00,3023.301,-2583.3200000000033,497
249,498,2016-12-07 09:20:00,3339.788,2,2016-12-09 09:50:00,3233.107,-2133.620000000001,499
250,500,2016-12-12 09:40:00,3493.099,1,2016-12-14 11:10:00,3345.236,-1478.6300000000028,501
251,502,2016-12-14 11:20:00,3354.875,-1,2017-01-04 14:50:00,2945.031,4098.4400000000005,503
