,OrderID,OpenTime,OpenPrice,OpenPosition,CloseTime,ClosePrice,PnL,CloseOrder
0,0,2009-04-30 11:30:00,3562.417,2,2009-05-25 10:00:00,3602.783,807.3199999999997,1
1,2,2009-05-25 10:10:00,3604.738,-3,2009-06-01 14:20:00,3648.789,-1321.5300000000116,3
2,4,2009-06-01 14:50:00,3654.7,3,2009-06-23 09:50:00,3855.6659999999997,6028.979999999997,5
3,6,2009-06-23 10:00:00,3848.57,-3,2009-07-09 13:40:00,3857.884,-279.4199999999955,7
4,8,2009-07-09 13:50:00,3856.197,3,2009-08-07 14:20:00,4681.662,24763.950000000004,9
5,10,2009-08-07 14:30:00,4663.097,-2,2009-09-10 09:00:00,4042.9109999999996,12403.720000000003,11
6,12,2009-09-17 15:00:00,3982.554,-1,2009-10-15 09:50:00,3716.954,2655.999999999999,13
7,14,2009-10-15 10:10:00,3726.684,2,2009-10-28 13:40:00,3896.059,3387.5,15
8,16,2009-10-28 13:50:00,3894.24,-2,2009-11-19 09:40:00,4185.8059,-5831.31800000001,17
9,18,2009-11-19 09:50:00,4183.38,2,2009-11-24 14:40:00,4184.812,28.63999999999578,19
10,20,2009-11-24 14:50:00,4192.151,-2,2009-12-10 09:40:00,4200.405,-165.0799999999981,21
11,22,2009-12-10 09:50:00,4200.968,2,2010-01-07 10:10:00,4484.567,5671.980000000003,23
12,24,2010-01-07 10:30:00,4485.955,-3,2010-01-28 13:40:00,4335.418,4516.110000000008,25
13,26,2010-01-28 13:50:00,4329.573,2,2010-02-01 09:50:00,4317.576,-239.94000000000597,27
14,28,2010-02-01 10:00:00,4321.625,-2,2010-02-10 14:40:00,4270.0649,1031.2019999999939,29
15,30,2010-02-22 10:30:00,4311.0379,-2,2010-03-08 11:30:00,4414.8809999999985,-2076.8619999999646,31
16,32,2010-03-16 10:30:00,4618.081,3,2010-03-30 11:30:00,4720.238,3064.7100000000046,33
17,34,2010-03-30 13:30:00,4722.188,-3,2010-06-21 13:40:00,4172.6809,16485.212999999996,35
18,36,2010-06-21 13:50:00,4165.175,3,2010-06-28 11:30:00,4064.033,-3034.2600000000084,37
19,38,2010-06-28 13:30:00,4063.21,-3,2010-07-19 09:10:00,4014.783,1452.810000000004,39
20,40,2010-07-19 09:20:00,4021.203,3,2010-07-27 13:40:00,4124.835999999998,3108.9899999999534,41
21,42,2010-07-27 13:50:00,4126.72,-3,2010-07-28 13:40:00,4153.198,-794.340000000002,43
22,44,2010-07-28 13:50:00,4165.304,3,2010-08-20 14:30:00,4303.669,4150.949999999993,45
23,46,2010-08-20 14:40:00,4304.183,-3,2010-08-30 15:00:00,4323.8549,-590.1570000000083,47
24,48,2010-08-31 09:00:00,4308.9219,4,2010-09-09 09:40:00,4447.74,5552.72399999998,49
25,50,2010-09-09 10:00:00,4447.6139,-3,2010-10-11 11:00:00,4418.156,883.7370000000101,51
26,52,2010-10-11 11:10:00,4432.593,3,2010-10-19 11:10:00,4425.985,-198.24000000000524,53
27,54,2010-10-19 11:20:00,4424.811,-3,2010-10-25 10:40:00,4441.0069,-485.8770000000186,55
28,56,2010-10-25 13:40:00,4445.698,3,2010-11-12 09:20:00,4682.951,7117.589999999991,57
29,58,2010-11-12 11:10:00,4633.5459999999985,-2,2010-11-24 15:00:00,4686.0340000000015,-1049.7600000000602,59
30,60,2010-11-25 09:00:00,4696.484,2,2010-12-20 11:10:00,4785.795,1786.219999999994,61
31,62,2010-12-22 13:40:00,4796.603,-3,2010-12-31 09:00:00,4786.53,302.1900000000096,63
32,64,2010-12-31 10:40:00,4817.183,3,2011-01-27 09:30:00,4954.246,4111.890000000003,65
33,66,2011-01-27 09:40:00,4950.960999999998,-4,2011-01-31 09:40:00,5027.116,-3046.2000000000626,67
34,68,2011-01-31 10:00:00,5040.88,4,2011-02-16 13:40:00,5058.9489,722.7560000000085,69
35,70,2011-02-16 13:50:00,5054.5739,-4,2011-03-16 14:50:00,4828.213,9054.436000000023,71
36,72,2011-03-16 15:00:00,4829.535,3,2011-03-18 14:20:00,4754.878,-2239.7100000000046,73
37,74,2011-03-18 14:30:00,4758.0109999999995,-3,2011-04-06 09:10:00,4810.6190000000015,-1578.2400000000598,75
38,76,2011-04-06 09:20:00,4808.526,3,2011-04-15 09:20:00,4864.914000000002,1691.6400000000522,77
39,78,2011-04-15 09:30:00,4837.984,-3,2011-04-28 10:40:00,4926.2609999999995,-2648.309999999974,79
40,80,2011-04-28 11:00:00,4927.178,3,2011-04-29 09:20:00,4870.7479,-1692.9029999999875,81
41,82,2011-05-03 09:20:00,4956.2,3,2011-05-06 15:00:00,4805.455,-4522.349999999997,83
42,84,2011-05-09 09:00:00,4820.951,-3,2011-05-13 11:30:00,4839.569,-558.5400000000118,85
43,86,2011-05-13 13:30:00,4835.6759999999995,3,2011-05-23 09:30:00,4816.077,-587.9699999999775,87
44,88,2011-05-23 09:40:00,4812.117,-3,2011-05-24 14:30:00,4805.089,210.84000000000742,89
45,90,2011-05-24 14:40:00,4809.145,3,2011-06-08 10:00:00,4850.03,1226.5499999999793,91
46,92,2011-06-08 10:10:00,4847.856,-4,2011-06-23 11:30:00,4739.1049,4350.04399999998,93
47,94,2011-06-23 13:30:00,4736.27,4,2011-07-25 13:50:00,4894.068,6311.919999999991,95
48,96,2011-07-25 14:00:00,4884.177,-5,2011-07-28 14:20:00,4929.645,-2273.400000000038,97
49,98,2011-07-28 14:30:00,4929.858,5,2011-08-05 09:10:00,4865.956,-3195.100000000002,99
50,100,2011-08-05 09:20:00,4874.646,-5,2011-08-30 10:10:00,4821.851,2639.7500000000036,101
51,102,2011-08-30 10:30:00,4824.765,4,2011-09-05 11:20:00,4810.99,-551.0000000000218,103
52,104,2011-09-08 11:30:00,4823.685,-5,2011-11-11 11:30:00,4160.754,33146.550000000025,105
53,106,2011-11-11 13:30:00,4161.3059,2,2011-11-21 09:40:00,4115.27,-920.7179999999971,107
54,108,2011-11-21 09:50:00,4119.767,-2,2011-12-09 09:40:00,4185.7659,-1319.97800000001,109
55,110,2011-12-15 09:20:00,4132.469,3,2012-01-04 11:20:00,4212.029,2386.800000000012,111
56,112,2012-01-04 11:30:00,4210.135,-4,2012-01-11 09:00:00,4224.4659999999985,-573.2399999999325,113
57,114,2012-01-16 14:00:00,4235.749,4,2012-02-07 13:50:00,4292.675,2277.0400000000154,115
58,116,2012-02-07 14:00:00,4293.653,-5,2012-02-08 13:50:00,4315.655,-1100.099999999975,117
59,118,2012-02-08 14:00:00,4321.374,5,2012-02-09 14:40:00,4297.2440000000015,-1206.4999999999145,119
60,120,2012-02-09 14:50:00,4296.956,-4,2012-02-21 15:00:00,4228.772,2727.360000000008,121
61,122,2012-02-22 09:00:00,4231.767,5,2012-03-05 10:30:00,4263.963,1609.7999999999956,123
62,124,2012-03-05 10:50:00,4257.4489,-5,2012-03-09 15:00:00,4314.938,-2874.454999999989,125
63,126,2012-03-16 13:50:00,4318.789000000002,-5,2012-03-21 10:30:00,4337.849,-952.9999999999291,127
64,128,2012-03-21 10:40:00,4338.2299,5,2012-03-28 14:30:00,4343.3729,257.15000000000146,129
65,130,2012-03-28 14:50:00,4341.2209,-6,2012-04-05 11:30:00,4337.3819,230.3399999999965,131
66,132,2012-04-05 13:30:00,4336.544,6,2012-04-13 10:50:00,4380.981,2666.219999999994,133
67,134,2012-04-13 11:00:00,4373.2659,-6,2012-05-28 11:10:00,4077.9709999999995,17717.694000000047,135
68,136,2012-05-28 11:20:00,4083.985,5,2012-06-04 10:10:00,4031.6659999999997,-2615.9500000000207,137
69,138,2012-06-04 10:40:00,4032.883,-5,2012-06-14 11:10:00,4108.59,-3785.3500000000167,139
70,140,2012-06-14 11:20:00,4111.568,5,2012-06-26 10:30:00,4085.348,-1311.0000000000127,141
71,142,2012-06-26 10:40:00,4078.51,-6,2012-07-03 10:10:00,4068.792,583.0800000000181,143
72,144,2012-07-03 10:30:00,4071.526,6,2012-07-09 14:40:00,4030.927,-2435.9399999999823,145
73,146,2012-07-09 14:50:00,4031.103,-6,2012-08-09 15:00:00,3694.8379999999997,20175.90000000002,147
74,148,2012-08-10 09:00:00,3690.107,5,2012-08-13 14:40:00,3696.972,343.2500000000118,149
75,150,2012-08-13 14:50:00,3693.3520000000003,-5,2012-09-07 11:00:00,3362.131,16561.050000000025,151
76,152,2012-09-07 11:20:00,3373.188,4,2012-09-20 10:30:00,3537.968,6591.19999999999,153
77,154,2012-09-20 11:00:00,3543.441,-3,2012-10-22 13:50:00,3689.073,-4368.960000000002,155
78,156,2012-10-22 14:00:00,3686.563,3,2012-10-29 10:40:00,3644.809,-1252.6199999999972,157
79,158,2012-10-29 10:50:00,3636.923,-3,2012-11-01 11:10:00,3666.792,-896.0700000000043,159
80,160,2012-11-01 11:20:00,3673.115,3,2012-11-19 09:10:00,3620.014,-1593.0299999999897,161
81,162,2012-11-19 09:20:00,3589.203,-4,2012-12-03 09:30:00,3545.528,1747.0000000000073,163
82,164,2012-12-03 09:40:00,3564.278,5,2013-01-11 10:40:00,3992.5959999999995,21415.899999999987,165
83,166,2013-01-11 10:50:00,3996.5409999999997,-4,2013-01-14 11:20:00,3988.0559999999996,339.4000000000051,167
84,168,2013-01-14 11:30:00,4001.1409999999996,4,2013-02-18 10:10:00,4157.5559,6256.596000000027,169
85,170,2013-02-18 10:30:00,4154.1409,-4,2013-03-15 11:20:00,3856.327,11912.556000000004,171
86,172,2013-03-15 11:30:00,3895.572,3,2013-03-28 09:30:00,3860.232,-1060.2000000000044,173
87,174,2013-03-28 09:40:00,3860.1020000000003,-3,2013-04-16 13:40:00,3739.0009999999997,3633.030000000017,175
88,176,2013-04-16 13:50:00,3742.0890000000004,3,2013-04-17 13:40:00,3683.828,-1747.8300000000127,177
89,178,2013-04-17 13:50:00,3682.884,-3,2013-05-13 14:00:00,3665.798,512.5800000000072,179
90,180,2013-05-13 14:10:00,3678.66,3,2013-05-14 11:30:00,3621.1490000000003,-1725.3299999999854,181
91,182,2013-05-14 13:30:00,3623.071,-3,2013-05-17 14:10:00,3612.6459999999997,312.75000000000546,183
92,184,2013-05-17 14:20:00,3622.4309999999996,3,2013-05-27 09:10:00,3513.0609999999997,-3281.0999999999967,185
93,186,2013-05-27 09:40:00,3519.8309999999997,-3,2013-06-04 09:00:00,3494.977000000001,745.6199999999535,187
94,188,2013-06-06 10:30:00,3438.671,-4,2013-06-13 09:10:00,3438.111,22.399999999997817,189
95,190,2013-06-13 09:20:00,3440.837,4,2013-06-24 10:10:00,3484.2729999999997,1737.4399999999878,191
96,192,2013-06-24 10:30:00,3482.6279999999997,-4,2013-06-27 10:30:00,3499.4320000000002,-672.1600000000217,193
97,194,2013-07-03 14:10:00,3586.59,4,2013-07-22 09:10:00,3652.755,2646.5999999999985,195
98,196,2013-07-22 11:10:00,3650.98,-5,2013-07-24 09:40:00,3684.934,-1697.700000000009,197
99,198,2013-07-26 09:10:00,3656.3259999999996,-5,2013-07-31 11:00:00,3635.873,1022.649999999976,199
100,200,2013-07-31 11:10:00,3640.623,5,2013-08-28 14:50:00,3765.7259999999997,6255.1499999999805,201
101,202,2013-08-28 15:00:00,3758.3909999999996,-6,2013-11-01 10:10:00,3613.538,8691.179999999977,203
102,204,2013-11-01 10:30:00,3616.333,7,2013-11-14 14:30:00,3604.953,-796.6000000000076,205
103,206,2013-11-14 14:50:00,3601.725,-7,2013-11-19 15:00:00,3609.4440000000004,-540.3300000000354,207
104,208,2013-11-20 09:00:00,3615.6240000000003,7,2013-11-21 13:40:00,3604.558,-774.6200000000181,209
105,210,2013-11-21 14:00:00,3602.6279999999997,-7,2013-11-26 14:00:00,3655.5959999999995,-3707.7599999999893,211
106,212,2013-11-26 14:10:00,3655.3190000000004,7,2013-12-10 10:30:00,3708.414,3716.649999999986,213
107,214,2013-12-10 11:10:00,3708.466,-8,2013-12-11 15:00:00,3736.062,-2207.6800000000003,215
108,216,2013-12-12 09:00:00,3741.671,8,2013-12-13 09:20:00,3706.103,-2845.4399999999805,217
109,218,2013-12-13 09:30:00,3691.1479999999997,-8,2014-01-02 11:20:00,3611.2729999999997,6390.0,219
110,220,2014-01-02 11:30:00,3609.688,8,2014-01-03 09:20:00,3583.47,-2097.440000000024,221
111,222,2014-01-03 09:30:00,3583.757,-8,2014-01-14 13:50:00,3513.065,5655.360000000001,223
112,224,2014-01-14 14:40:00,3513.152,7,2014-01-16 14:50:00,3505.257,-552.6499999999987,225
113,226,2014-01-17 10:00:00,3482.498,-7,2014-01-24 14:50:00,3511.345,-2019.2899999999827,227
114,228,2014-01-24 15:00:00,3511.034,7,2014-02-07 10:10:00,3447.7309999999998,-4431.210000000024,229
115,230,2014-02-07 10:40:00,3445.507,-7,2014-02-10 14:40:00,3459.93,-1009.6099999999842,231
116,232,2014-02-17 11:10:00,3476.348,7,2014-02-20 10:40:00,3443.0190000000002,-2333.0299999999806,233
117,234,2014-02-20 14:10:00,3441.009,-7,2014-03-25 10:00:00,3237.127,14271.740000000005,235
118,236,2014-03-25 10:10:00,3249.7790000000005,5,2014-04-16 10:40:00,3334.625,4242.299999999977,237
119,238,2014-04-16 10:50:00,3336.5429999999997,-5,2014-04-29 14:50:00,3256.563,3998.999999999978,239
120,240,2014-05-07 15:00:00,3193.9179999999997,-6,2014-05-12 11:10:00,3186.18,464.27999999998974,241
121,242,2014-05-12 13:40:00,3183.35,6,2014-05-15 14:10:00,3140.843,-2550.4200000000037,243
122,244,2014-05-15 14:20:00,3146.635,-6,2014-05-26 09:20:00,3116.657,1798.680000000004,245
123,246,2014-05-26 09:30:00,3123.636,6,2014-05-30 10:00:00,3077.0369,-2795.9459999999945,247
124,248,2014-05-30 10:10:00,3074.053,-6,2014-06-13 11:30:00,3048.06,1559.5799999999963,249
125,250,2014-06-13 13:30:00,3048.555,7,2014-07-18 14:10:00,3088.975,2829.400000000005,251
126,252,2014-07-18 14:20:00,3088.92,-8,2014-07-28 13:50:00,3072.292,1330.2400000000125,253
127,254,2014-07-28 14:00:00,3074.513,8,2014-08-11 15:00:00,3070.18,-346.6400000000067,255
128,256,2014-08-12 01:00:00,3066.718,-8,2014-10-13 09:10:00,2663.025,32295.43999999998,257
129,258,2014-10-13 09:20:00,2650.669000000001,6,2014-10-22 11:30:00,2585.0429999999997,-3937.560000000067,259
130,260,2014-10-22 13:30:00,2585.67,-5,2014-10-29 14:50:00,2609.255,-1179.2500000000018,261
